pair_id,decision,confidence,protocol,reason_codes,total_latency_s
094da8fc86f17e13,NONMATCH,0.85,consensus,DOB_WEAK;MODEL_AMBIGUOUS;CONFLICTING_SIGNALS;NAME_STRONG,5.98
cd96246ee9e5e530,MATCH,0.85,consensus,NAME_STRONG;DOB_STRONG;MUNICIPALITY_STRONG;MODEL_AMBIGUOUS;MOTHER_MISSING,8.16
94737c8a6c090c52,NONMATCH,0.85,consensus,DOB_WEAK;MODEL_AMBIGUOUS;LOW_SCORE_ANCHOR;CONFLICTING_SIGNALS,5.89
361207f9e235b7db,NONMATCH,0.85,consensus,DOB_WEAK;LOW_SCORE_ANCHOR;MODEL_AMBIGUOUS;CONFLICTING_SIGNALS,6.25
ec88c2ab2cee5bc0,NONMATCH,0.85,consensus,DOB_WEAK;MODEL_AMBIGUOUS;LOW_SCORE_ANCHOR;CONFLICTING_SIGNALS,7.39
e805c55e01971552,NONMATCH,0.85,consensus,DOB_WEAK;MODEL_AMBIGUOUS;CONFLICTING_SIGNALS;LOW_SCORE_ANCHOR,5.84
d9257377bc3bb5b0,NONMATCH,0.85,consensus,DOB_WEAK;MODEL_AMBIGUOUS;LOW_SCORE_ANCHOR;CONFLICTING_SIGNALS,7.77
46768b3176a4937e,NONMATCH,0.85,consensus,DOB_WEAK;LOW_SCORE_ANCHOR;MODEL_AMBIGUOUS;CONFLICTING_SIGNALS,8.02
c4e9b63d48a42246,NONMATCH,0.75,consensus,DOB_WEAK;MODEL_AMBIGUOUS;CONFLICTING_SIGNALS,6.56
7b856171d8203c02,NONMATCH,0.85,consensus,DOB_WEAK;MODEL_AMBIGUOUS;LOW_SCORE_ANCHOR;CONFLICTING_SIGNALS,8.16
83d53750054e8779,NONMATCH,0.85,consensus,DOB_WEAK;MODEL_AMBIGUOUS;CONFLICTING_SIGNALS,5.84
b162fddc1b7f6c8e,MATCH,0.82,arbiter,NAME_STRONG;DOB_STRONG;MUNICIPALITY_STRONG;MODEL_AMBIGUOUS;CONFLICTING_SIGNALS,9.03
1db48c1c700813b8,NONMATCH,0.85,consensus,DOB_WEAK;MODEL_AMBIGUOUS;LOW_SCORE_ANCHOR,8.02
44f17c785e86c9c1,NONMATCH,0.85,consensus,LOW_SCORE_ANCHOR;DOB_WEAK;MODEL_AMBIGUOUS;CONFLICTING_SIGNALS,6.69
9164a2a40787cb27,NONMATCH,0.85,consensus,NAME_STRONG;DOB_WEAK;MODEL_AMBIGUOUS;CONFLICTING_SIGNALS,6.19
a98c820ece58e028,NONMATCH,0.85,consensus,DOB_WEAK;MODEL_AMBIGUOUS;CONFLICTING_SIGNALS;NAME_STRONG;MOTHER_STRONG,6.91
f9263a3cf723956c,MATCH,0.82,arbiter,NAME_STRONG;DOB_STRONG;MUNICIPALITY_STRONG;CONFLICTING_SIGNALS;MOTHER_MISSING,9.78
c6d026349025b71b,NONMATCH,0.85,consensus,DOB_WEAK;MODEL_AMBIGUOUS;CONFLICTING_SIGNALS;NAME_STRONG;MOTHER_STRONG,6.88
f3dacf6ede2a95ae,NONMATCH,0.85,consensus,DOB_WEAK;MODEL_AMBIGUOUS;CONFLICTING_SIGNALS;LOW_SCORE_ANCHOR,11.78
4cc83a90b04d0d47,NONMATCH,0.85,consensus,DOB_WEAK;MODEL_AMBIGUOUS;CONFLICTING_SIGNALS;NAME_STRONG,7.06
91ae3283b3398eb2,NONMATCH,0.85,consensus,DOB_WEAK;MODEL_AMBIGUOUS;CONFLICTING_SIGNALS;NAME_STRONG,5.38
995f03bad9579fbf,NONMATCH,0.85,consensus,DOB_WEAK;MODEL_AMBIGUOUS;LOW_SCORE_ANCHOR;CONFLICTING_SIGNALS,5.67
0d9ee1b0facdcc3f,NONMATCH,0.85,consensus,DOB_WEAK;MODEL_AMBIGUOUS;CONFLICTING_SIGNALS;NAME_STRONG;MOTHER_STRONG,10.59
47686ad059520ec8,NONMATCH,0.85,consensus,LOW_SCORE_ANCHOR;DOB_WEAK;MODEL_AMBIGUOUS;CONFLICTING_SIGNALS,10.23
b326a7efa21b3f78,NONMATCH,0.75,consensus,DOB_WEAK;MODEL_AMBIGUOUS;CONFLICTING_SIGNALS;NAME_STRONG;MOTHER_STRONG,11.78
04d91ba87e2f4d39,NONMATCH,0.85,consensus,DOB_WEAK;MODEL_AMBIGUOUS;LOW_SCORE_ANCHOR;CONFLICTING_SIGNALS,12.41
11dae35bd5ca0c96,NONMATCH,0.85,consensus,DOB_WEAK;MODEL_AMBIGUOUS;CONFLICTING_SIGNALS;NAME_STRONG,5.36
e00e8364f9ed43f1,NONMATCH,0.85,consensus,DOB_WEAK;MODEL_AMBIGUOUS;CONFLICTING_SIGNALS;NAME_STRONG,5.41
6fb07151ab417038,NONMATCH,0.85,consensus,DOB_WEAK;MODEL_AMBIGUOUS;CONFLICTING_SIGNALS;NAME_STRONG;MOTHER_STRONG,10.73
00d4ae02bb1790f7,NONMATCH,0.85,consensus,DOB_WEAK;MODEL_AMBIGUOUS;CONFLICTING_SIGNALS,6.14
374c041549891f0a,NONMATCH,0.85,consensus,DOB_WEAK;MODEL_AMBIGUOUS;LOW_SCORE_ANCHOR;CONFLICTING_SIGNALS,5.53
df19e5fb1ca2e46a,NONMATCH,0.75,consensus,LOW_SCORE_ANCHOR;DOB_WEAK;MODEL_AMBIGUOUS;CONFLICTING_SIGNALS,16.77
d9e9ca30ab36fc07,NONMATCH,0.85,consensus,DOB_WEAK;MODEL_AMBIGUOUS;CONFLICTING_SIGNALS,13.95
1c0fadd6d9eeeeff,NONMATCH,0.85,consensus,DOB_WEAK;MODEL_AMBIGUOUS;LOW_SCORE_ANCHOR;CONFLICTING_SIGNALS,6.27
aaf573d2c1c26e01,NONMATCH,0.85,consensus,DOB_WEAK;MODEL_AMBIGUOUS;CONFLICTING_SIGNALS,6.3
13846f7b78fa5acd,NONMATCH,0.75,consensus,DOB_WEAK;MODEL_AMBIGUOUS;LOW_SCORE_ANCHOR;CONFLICTING_SIGNALS,18.22
123795495cdf4e40,NONMATCH,0.85,consensus,DOB_WEAK;MODEL_AMBIGUOUS;LOW_SCORE_ANCHOR;CONFLICTING_SIGNALS,14.62
290abc0885c67493,NONMATCH,0.85,consensus,LOW_SCORE_ANCHOR;DOB_WEAK;MODEL_AMBIGUOUS;CONFLICTING_SIGNALS,18.47
9d7d730cee1c1d63,NONMATCH,0.85,consensus,LOW_SCORE_ANCHOR;DOB_WEAK;MODEL_AMBIGUOUS;CONFLICTING_SIGNALS,10.84
5cf94bc3cb1b5dad,NONMATCH,0.85,consensus,DOB_WEAK;LOW_SCORE_ANCHOR;MODEL_AMBIGUOUS;CONFLICTING_SIGNALS,8.62
b97182ce0e664678,NONMATCH,0.85,consensus,DOB_WEAK;MODEL_AMBIGUOUS;LOW_SCORE_ANCHOR;CONFLICTING_SIGNALS,13.59
908b12c11ed59945,NONMATCH,0.85,consensus,LOW_SCORE_ANCHOR;DOB_WEAK;MODEL_AMBIGUOUS;CONFLICTING_SIGNALS,12.92
4c817bc14189988a,NONMATCH,0.85,consensus,DOB_WEAK;MODEL_AMBIGUOUS;LOW_SCORE_ANCHOR;CONFLICTING_SIGNALS,13.2
df4cd2cbef58d819,NONMATCH,0.85,consensus,LOW_SCORE_ANCHOR;DOB_WEAK;MODEL_AMBIGUOUS;CONFLICTING_SIGNALS,5.23
74b73cd2bf32dc99,NONMATCH,0.85,consensus,DOB_WEAK;LOW_SCORE_ANCHOR;MODEL_AMBIGUOUS;CONFLICTING_SIGNALS,9.69
be3d230849865b8d,NONMATCH,0.85,consensus,LOW_SCORE_ANCHOR;DOB_WEAK;MODEL_AMBIGUOUS;CONFLICTING_SIGNALS,5.28
5b838c19cabac132,NONMATCH,0.85,consensus,DOB_WEAK;LOW_SCORE_ANCHOR;MODEL_AMBIGUOUS;CONFLICTING_SIGNALS,11.19
3f8a92ee3060a8c2,NONMATCH,0.85,consensus,DOB_WEAK;MODEL_AMBIGUOUS;LOW_SCORE_ANCHOR;CONFLICTING_SIGNALS,15.48
1f34bd970d2eec35,NONMATCH,0.85,consensus,LOW_SCORE_ANCHOR;DOB_WEAK;MODEL_AMBIGUOUS;CONFLICTING_SIGNALS,14.58
7885768c7890a632,NONMATCH,0.85,consensus,DOB_WEAK;MODEL_AMBIGUOUS;LOW_SCORE_ANCHOR;CONFLICTING_SIGNALS,10.3
fce645cd421ebfa5,NONMATCH,0.85,consensus,DOB_WEAK;MODEL_AMBIGUOUS;CONFLICTING_SIGNALS;NAME_STRONG;MOTHER_STRONG,8.69
e00cbd7c7c584b73,NONMATCH,0.85,consensus,DOB_WEAK;MODEL_AMBIGUOUS;CONFLICTING_SIGNALS,8.25
2f41d022e18981f5,NONMATCH,0.85,consensus,DOB_WEAK;MODEL_AMBIGUOUS;LOW_SCORE_ANCHOR;CONFLICTING_SIGNALS,17.33
ad4f86f6cdaca3c8,NONMATCH,0.85,consensus,DOB_WEAK;MODEL_AMBIGUOUS;CONFLICTING_SIGNALS;NAME_STRONG;MOTHER_STRONG,11.98
3d230647e0433248,NONMATCH,0.85,consensus,LOW_SCORE_ANCHOR;DOB_WEAK;MODEL_AMBIGUOUS;CONFLICTING_SIGNALS,6.2
262de90b113f4293,NONMATCH,0.85,consensus,DOB_WEAK;MODEL_AMBIGUOUS;LOW_SCORE_ANCHOR;CONFLICTING_SIGNALS,11.59
364d43e76b98e51f,NONMATCH,0.85,consensus,DOB_WEAK;MODEL_AMBIGUOUS;CONFLICTING_SIGNALS;MUNICIPALITY_STRONG,14.17
5916ef5c971c35aa,NONMATCH,0.85,consensus,DOB_WEAK;MODEL_AMBIGUOUS;CONFLICTING_SIGNALS;NAME_STRONG,5.39
e23d664f822e790a,NONMATCH,0.85,consensus,DOB_WEAK;MODEL_AMBIGUOUS;CONFLICTING_SIGNALS;NAME_STRONG;MOTHER_STRONG,13.42
e742c1353d36abf7,NONMATCH,0.85,consensus,DOB_WEAK;MODEL_AMBIGUOUS;CONFLICTING_SIGNALS;LOW_SCORE_ANCHOR,10.25
e122bf2d6f3953f6,NONMATCH,0.85,consensus,DOB_WEAK;MODEL_AMBIGUOUS;CONFLICTING_SIGNALS;NAME_STRONG,11.23
909147a0ce1a99e1,NONMATCH,0.85,consensus,DOB_WEAK;MODEL_AMBIGUOUS;CONFLICTING_SIGNALS,7.91
cd18a7a90d35864f,NONMATCH,0.85,consensus,DOB_WEAK;MODEL_AMBIGUOUS;CONFLICTING_SIGNALS,13.94
fde674a2eba1979e,NONMATCH,0.85,consensus,DOB_WEAK;MODEL_AMBIGUOUS;LOW_SCORE_ANCHOR;CONFLICTING_SIGNALS,5.83
acc73a4c76c2b9d4,NONMATCH,0.85,consensus,DOB_WEAK;MODEL_AMBIGUOUS;CONFLICTING_SIGNALS;NAME_STRONG;MOTHER_STRONG,8.42
5c2e52b529e40098,NONMATCH,0.85,consensus,DOB_WEAK;MODEL_AMBIGUOUS;CONFLICTING_SIGNALS;ADDRESS_WEAK,13.05
eeedb172cb8155fb,NONMATCH,0.85,consensus,DOB_WEAK;MODEL_AMBIGUOUS;LOW_SCORE_ANCHOR;CONFLICTING_SIGNALS,9.73
b19ecac37aa23835,NONMATCH,0.85,consensus,DOB_WEAK;MODEL_AMBIGUOUS;CONFLICTING_SIGNALS;LOW_SCORE_ANCHOR,5.81
fd932cf420199fd4,NONMATCH,0.85,consensus,DOB_WEAK;MODEL_AMBIGUOUS;CONFLICTING_SIGNALS;NAME_STRONG;MOTHER_STRONG,15.19
acbf0ce4c1a75460,NONMATCH,0.85,consensus,DOB_WEAK;MODEL_AMBIGUOUS;CONFLICTING_SIGNALS;NAME_STRONG;MOTHER_STRONG,10.55
6cb7c2c214f96c20,NONMATCH,0.85,consensus,DOB_WEAK;MODEL_AMBIGUOUS;CONFLICTING_SIGNALS;NAME_STRONG,6.38
59c6c93a578db012,NONMATCH,0.85,consensus,DOB_WEAK;LOW_SCORE_ANCHOR;MODEL_AMBIGUOUS;CONFLICTING_SIGNALS,17.94
37959bdf31966e36,NONMATCH,0.75,consensus,LOW_SCORE_ANCHOR;MODEL_AMBIGUOUS;CONFLICTING_SIGNALS,10.95
4d222ecaec39d801,NONMATCH,0.85,consensus,DOB_WEAK;MODEL_AMBIGUOUS;CONFLICTING_SIGNALS;NAME_STRONG,12.34
7485d5e4f1ab057e,NONMATCH,0.85,consensus,DOB_WEAK;MODEL_AMBIGUOUS;LOW_SCORE_ANCHOR;CONFLICTING_SIGNALS,9.42
e79867ee0d8807df,MATCH,0.82,arbiter,NAME_STRONG;DOB_STRONG;MUNICIPALITY_STRONG;MODEL_AMBIGUOUS;CONFLICTING_SIGNALS,14.64
9c6e3a202244c8a3,NONMATCH,0.85,consensus,LOW_SCORE_ANCHOR;DOB_WEAK;MODEL_AMBIGUOUS;CONFLICTING_SIGNALS,14.17
509a6114b99f7b43,NONMATCH,0.85,consensus,DOB_WEAK;MODEL_AMBIGUOUS;LOW_SCORE_ANCHOR,5.7
1750db351c1cf3d4,NONMATCH,0.85,consensus,DOB_WEAK;MODEL_AMBIGUOUS;LOW_SCORE_ANCHOR;CONFLICTING_SIGNALS,6.95
2a84bf2d85d130eb,NONMATCH,0.85,consensus,LOW_SCORE_ANCHOR;DOB_WEAK;MODEL_AMBIGUOUS;CONFLICTING_SIGNALS,6.11
655499ec260fba57,NONMATCH,0.85,consensus,LOW_SCORE_ANCHOR;DOB_WEAK;MODEL_AMBIGUOUS;CONFLICTING_SIGNALS,12.42
099f07f96fbb6fff,NONMATCH,0.85,consensus,DOB_WEAK;MODEL_AMBIGUOUS;CONFLICTING_SIGNALS;NAME_STRONG;MOTHER_STRONG,11.83
b265ada1282f51d3,NONMATCH,0.85,consensus,DOB_WEAK;MODEL_AMBIGUOUS;LOW_SCORE_ANCHOR;CONFLICTING_SIGNALS,10.19
f7b383a9e89b26a3,NONMATCH,0.85,consensus,DOB_WEAK;MODEL_AMBIGUOUS;LOW_SCORE_ANCHOR;CONFLICTING_SIGNALS,12.25
35a21b42fac555c9,NONMATCH,0.85,consensus,DOB_WEAK;MODEL_AMBIGUOUS;CONFLICTING_SIGNALS;LOW_SCORE_ANCHOR,7.14
8da080648fe14048,NONMATCH,0.85,consensus,LOW_SCORE_ANCHOR;DOB_WEAK;MODEL_AMBIGUOUS;CONFLICTING_SIGNALS,6.59
c504c8dc4b5c1375,NONMATCH,0.85,consensus,DOB_WEAK;MODEL_AMBIGUOUS;NAME_STRONG,10.77
6d38684df90cf447,NONMATCH,0.85,consensus,DOB_WEAK;LOW_SCORE_ANCHOR;MODEL_AMBIGUOUS;CONFLICTING_SIGNALS,11.17
40b393d8797e5135,NONMATCH,0.85,consensus,DOB_WEAK;MODEL_AMBIGUOUS;CONFLICTING_SIGNALS;NAME_STRONG;MOTHER_STRONG,5.17
1a0a8794f3af8361,NONMATCH,0.85,consensus,LOW_SCORE_ANCHOR;DOB_WEAK;MODEL_AMBIGUOUS;CONFLICTING_SIGNALS,20.5
fcef86c7fc139eb3,NONMATCH,0.85,consensus,DOB_WEAK;LOW_SCORE_ANCHOR;MODEL_AMBIGUOUS;CONFLICTING_SIGNALS,22.03
410639057bfb2062,NONMATCH,0.85,consensus,DOB_WEAK;LOW_SCORE_ANCHOR;MODEL_AMBIGUOUS;CONFLICTING_SIGNALS,15.31
0af82be26e5018da,NONMATCH,0.85,consensus,DOB_WEAK;LOW_SCORE_ANCHOR;MODEL_AMBIGUOUS;CONFLICTING_SIGNALS,21.2
a3a67531fed7a009,NONMATCH,0.85,consensus,DOB_WEAK;LOW_SCORE_ANCHOR;MODEL_AMBIGUOUS;CONFLICTING_SIGNALS,11.22
e09a1156d4e05bc8,NONMATCH,0.85,consensus,DOB_WEAK;MODEL_AMBIGUOUS;NAME_STRONG;CONFLICTING_SIGNALS,5.62
fa0c82d8855432db,NONMATCH,0.85,consensus,DOB_WEAK;MODEL_AMBIGUOUS;LOW_SCORE_ANCHOR;CONFLICTING_SIGNALS,15.94
4e778fd94b84abfb,NONMATCH,0.85,consensus,DOB_WEAK;MODEL_AMBIGUOUS;LOW_SCORE_ANCHOR;CONFLICTING_SIGNALS,14.78
9ebf3e1654316f15,NONMATCH,0.85,consensus,DOB_WEAK;MODEL_AMBIGUOUS;LOW_SCORE_ANCHOR;CONFLICTING_SIGNALS,17.36
29bcc0e8a830c782,NONMATCH,0.85,consensus,LOW_SCORE_ANCHOR;DOB_WEAK;MOTHER_MISSING;MODEL_AMBIGUOUS;CONFLICTING_SIGNALS,14.77
75bc30be106af2a3,NONMATCH,0.85,consensus,LOW_SCORE_ANCHOR;DOB_WEAK;MODEL_AMBIGUOUS;CONFLICTING_SIGNALS,6.5
b13149024719a135,NONMATCH,0.85,consensus,DOB_WEAK;MODEL_AMBIGUOUS;LOW_SCORE_ANCHOR;CONFLICTING_SIGNALS,15.66
41259a91f4c8fde4,NONMATCH,0.85,consensus,DOB_WEAK;LOW_SCORE_ANCHOR;MODEL_AMBIGUOUS;CONFLICTING_SIGNALS,6.83
f99b1dd8a6121216,NONMATCH,0.85,consensus,NAME_STRONG;DOB_WEAK;MODEL_AMBIGUOUS;CONFLICTING_SIGNALS,6.95
b8d55111cf59dda9,NONMATCH,0.85,consensus,DOB_WEAK;MODEL_AMBIGUOUS;CONFLICTING_SIGNALS;NAME_STRONG,4.97
20ab4bc0840415d1,NONMATCH,0.85,consensus,DOB_WEAK;MODEL_AMBIGUOUS;CONFLICTING_SIGNALS;NAME_STRONG;MUNICIPALITY_STRONG,5.92
681ca911063ae773,NONMATCH,0.85,consensus,LOW_SCORE_ANCHOR;DOB_WEAK;MODEL_AMBIGUOUS;CONFLICTING_SIGNALS,5.34
610ef25eefdf3c60,NONMATCH,0.85,consensus,DOB_WEAK;MODEL_AMBIGUOUS;CONFLICTING_SIGNALS;LOW_SCORE_ANCHOR,11.09
922996b164640f57,NONMATCH,0.85,consensus,NAME_STRONG;DOB_WEAK;MODEL_AMBIGUOUS;CONFLICTING_SIGNALS,15.11
d7c4f0eb54a59121,NONMATCH,0.85,consensus,DOB_WEAK;MODEL_AMBIGUOUS;LOW_SCORE_ANCHOR;CONFLICTING_SIGNALS,9.52
dcc906ec8459d5eb,NONMATCH,0.85,consensus,DOB_WEAK;MODEL_AMBIGUOUS;LOW_SCORE_ANCHOR;MOTHER_MISSING,10.95
09e88d02c8183f29,MATCH,0.85,consensus,NAME_STRONG;DOB_STRONG;MUNICIPALITY_STRONG;MODEL_AMBIGUOUS;CONFLICTING_SIGNALS,5.94
f5451188d1f61bf4,NONMATCH,0.85,consensus,LOW_SCORE_ANCHOR;DOB_WEAK;MODEL_AMBIGUOUS;CONFLICTING_SIGNALS,7.88
74fd6f37f1fe34c0,NONMATCH,0.85,consensus,DOB_WEAK;MODEL_AMBIGUOUS;CONFLICTING_SIGNALS;NAME_STRONG,7.52
3211d98053742c26,NONMATCH,0.85,consensus,LOW_SCORE_ANCHOR;DOB_WEAK;MODEL_AMBIGUOUS;CONFLICTING_SIGNALS,7.33
01789543f055aee9,NONMATCH,0.85,consensus,DOB_WEAK;LOW_SCORE_ANCHOR;MODEL_AMBIGUOUS;CONFLICTING_SIGNALS,10.09
bdc2368609735cb5,NONMATCH,0.85,consensus,DOB_WEAK;MODEL_AMBIGUOUS;CONFLICTING_SIGNALS;NAME_STRONG;MOTHER_STRONG,7.67
5e5649a1c8c0b523,NONMATCH,0.75,consensus,LOW_SCORE_ANCHOR;DOB_WEAK;MODEL_AMBIGUOUS;CONFLICTING_SIGNALS,7.2
11d8eb0830777f8f,NONMATCH,0.85,consensus,DOB_WEAK;LOW_SCORE_ANCHOR;MODEL_AMBIGUOUS;CONFLICTING_SIGNALS,11.62
3ced4c4288b43562,NONMATCH,0.85,consensus,DOB_WEAK;LOW_SCORE_ANCHOR;MODEL_AMBIGUOUS;CONFLICTING_SIGNALS,11.39
dd75044d4a1c0f7b,NONMATCH,0.85,consensus,DOB_WEAK;MODEL_AMBIGUOUS;LOW_SCORE_ANCHOR;CONFLICTING_SIGNALS,7.06
72d0fe4e4c3d128b,NONMATCH,0.85,consensus,DOB_WEAK;MODEL_AMBIGUOUS;LOW_SCORE_ANCHOR;CONFLICTING_SIGNALS,6.0
be2b15d1261e30fe,NONMATCH,0.85,consensus,DOB_WEAK;MODEL_AMBIGUOUS;LOW_SCORE_ANCHOR;CONFLICTING_SIGNALS,9.05
8879f32185da0326,NONMATCH,0.85,consensus,DOB_WEAK;MODEL_AMBIGUOUS;CONFLICTING_SIGNALS;NAME_STRONG,5.75
ce958d36e3cdf8ec,NONMATCH,0.85,consensus,DOB_WEAK;MODEL_AMBIGUOUS;CONFLICTING_SIGNALS,5.62
fd06f9454b79a4de,NONMATCH,0.85,consensus,DOB_WEAK;MODEL_AMBIGUOUS;CONFLICTING_SIGNALS;LOW_SCORE_ANCHOR,12.7
b3f8143c3ed850fd,NONMATCH,0.85,consensus,DOB_WEAK;LOW_SCORE_ANCHOR;MODEL_AMBIGUOUS;CONFLICTING_SIGNALS,9.55
0c26ec7cefc8b0d5,NONMATCH,0.85,consensus,DOB_WEAK;LOW_SCORE_ANCHOR;MODEL_AMBIGUOUS;CONFLICTING_SIGNALS,6.73
ea4bb15a69d90d7b,NONMATCH,0.85,consensus,LOW_SCORE_ANCHOR;DOB_WEAK;MODEL_AMBIGUOUS;CONFLICTING_SIGNALS,6.25
62d1af8f842a1e1a,NONMATCH,0.85,consensus,LOW_SCORE_ANCHOR;DOB_WEAK;MODEL_AMBIGUOUS;CONFLICTING_SIGNALS,5.41
26a0200ae25bd48a,NONMATCH,0.85,consensus,DOB_WEAK;LOW_SCORE_ANCHOR;MODEL_AMBIGUOUS;CONFLICTING_SIGNALS,7.92
07988c80a23efbe6,NONMATCH,0.85,consensus,LOW_SCORE_ANCHOR;DOB_WEAK;MODEL_AMBIGUOUS;CONFLICTING_SIGNALS,9.33
0dde71e1ac07068b,NONMATCH,0.85,consensus,DOB_WEAK;LOW_SCORE_ANCHOR;MODEL_AMBIGUOUS;CONFLICTING_SIGNALS,10.48
ecb101dd1dd5fa87,NONMATCH,0.85,consensus,DOB_WEAK;MODEL_AMBIGUOUS;LOW_SCORE_ANCHOR;CONFLICTING_SIGNALS,16.16
fee10bcec621cd9e,NONMATCH,0.85,consensus,DOB_WEAK;MODEL_AMBIGUOUS;LOW_SCORE_ANCHOR;CONFLICTING_SIGNALS,6.97
e155b4e4a911e9d5,NONMATCH,0.85,consensus,DOB_WEAK;MODEL_AMBIGUOUS;CONFLICTING_SIGNALS;NAME_STRONG,6.42
2b42584902350eeb,NONMATCH,0.85,consensus,LOW_SCORE_ANCHOR;DOB_WEAK;MODEL_AMBIGUOUS;CONFLICTING_SIGNALS,6.95
094cc56ac11fa629,NONMATCH,0.85,consensus,DOB_WEAK;MODEL_AMBIGUOUS;LOW_SCORE_ANCHOR;CONFLICTING_SIGNALS,7.66
036113fd92cb2e88,NONMATCH,0.85,consensus,DOB_WEAK;MODEL_AMBIGUOUS;LOW_SCORE_ANCHOR;CONFLICTING_SIGNALS,6.31
2dd34ce6840f330e,NONMATCH,0.85,consensus,DOB_WEAK;MODEL_AMBIGUOUS;CONFLICTING_SIGNALS;LOW_SCORE_ANCHOR,7.38
2915461073b69a00,NONMATCH,0.85,consensus,DOB_WEAK;MODEL_AMBIGUOUS;CONFLICTING_SIGNALS;NAME_STRONG,11.69
4e35b9fc6d1df793,NONMATCH,0.85,consensus,DOB_WEAK;MODEL_AMBIGUOUS;LOW_SCORE_ANCHOR;CONFLICTING_SIGNALS,11.62
e3ccfb74e6fbf6ce,NONMATCH,0.85,consensus,DOB_WEAK;MODEL_AMBIGUOUS;CONFLICTING_SIGNALS;NAME_STRONG;MOTHER_STRONG,6.36
81388e00984d0829,NONMATCH,0.85,consensus,DOB_WEAK;MODEL_AMBIGUOUS;LOW_SCORE_ANCHOR;CONFLICTING_SIGNALS,8.05
0192710bb0b65a2b,NONMATCH,0.85,consensus,DOB_WEAK;MODEL_AMBIGUOUS;CONFLICTING_SIGNALS;NAME_STRONG;MOTHER_STRONG,5.92
a2c7672d06503ed7,NONMATCH,0.85,consensus,DOB_WEAK;MODEL_AMBIGUOUS;LOW_SCORE_ANCHOR,6.11
cdea88bfda3bd913,NONMATCH,0.85,consensus,DOB_WEAK;MODEL_AMBIGUOUS;CONFLICTING_SIGNALS,6.27
13178f28927145d6,NONMATCH,0.85,consensus,LOW_SCORE_ANCHOR;DOB_WEAK;MODEL_AMBIGUOUS;CONFLICTING_SIGNALS,6.47
b13a00b7155a961e,NONMATCH,0.85,consensus,DOB_WEAK;MODEL_AMBIGUOUS;CONFLICTING_SIGNALS;NAME_STRONG;MOTHER_STRONG,6.95
2d6bdcfa9bbae95b,NONMATCH,0.85,consensus,LOW_SCORE_ANCHOR;DOB_WEAK;MODEL_AMBIGUOUS;CONFLICTING_SIGNALS,8.66
17d763a3fa2c4a42,NONMATCH,0.85,consensus,DOB_WEAK;MODEL_AMBIGUOUS;LOW_SCORE_ANCHOR;CONFLICTING_SIGNALS,19.99
8092270ddf42629d,NONMATCH,0.85,consensus,DOB_WEAK;MODEL_AMBIGUOUS;LOW_SCORE_ANCHOR,27.02
51d04654c49edd18,NONMATCH,0.85,consensus,DOB_WEAK;LOW_SCORE_ANCHOR;MODEL_AMBIGUOUS;CONFLICTING_SIGNALS,8.86
b06a1fa26e10abf4,NONMATCH,0.85,consensus,DOB_WEAK;MODEL_AMBIGUOUS;LOW_SCORE_ANCHOR;CONFLICTING_SIGNALS,6.2
81d2d2b9dbb4b471,NONMATCH,0.85,consensus,DOB_WEAK;MODEL_AMBIGUOUS;CONFLICTING_SIGNALS,6.62
9dbe8ba8884cc56a,MATCH,0.85,consensus,NAME_STRONG;DOB_STRONG;MUNICIPALITY_STRONG;MODEL_AMBIGUOUS;MOTHER_MISSING,8.2
bd0f4ba04ba9dc2d,NONMATCH,0.85,consensus,DOB_WEAK;MODEL_AMBIGUOUS;LOW_SCORE_ANCHOR,6.25
5c5137d33a729a79,NONMATCH,0.85,consensus,DOB_WEAK;MODEL_AMBIGUOUS;CONFLICTING_SIGNALS;NAME_STRONG,7.45
ae09fc30a8dacdea,NONMATCH,0.85,consensus,DOB_WEAK;MODEL_AMBIGUOUS;LOW_SCORE_ANCHOR,18.69
5391e02e14bcd78b,NONMATCH,0.85,consensus,DOB_WEAK;LOW_SCORE_ANCHOR;MODEL_AMBIGUOUS;CONFLICTING_SIGNALS,12.0
972ea266cd286f0f,NONMATCH,0.85,consensus,NAME_STRONG;DOB_WEAK;MOTHER_STRONG;MODEL_AMBIGUOUS;CONFLICTING_SIGNALS,5.26
ca292582bfd5e589,NONMATCH,0.85,consensus,DOB_WEAK;MODEL_AMBIGUOUS;CONFLICTING_SIGNALS;NAME_STRONG;MOTHER_STRONG,15.48
622c150d3b1e7031,NONMATCH,0.85,consensus,LOW_SCORE_ANCHOR;DOB_WEAK;MODEL_AMBIGUOUS;CONFLICTING_SIGNALS,22.31
d99d0b347ed40ff0,NONMATCH,0.85,consensus,DOB_WEAK;MODEL_AMBIGUOUS;CONFLICTING_SIGNALS;NAME_STRONG,18.61
992a20942b4386c0,NONMATCH,0.85,consensus,DOB_WEAK;MODEL_AMBIGUOUS;CONFLICTING_SIGNALS;LOW_SCORE_ANCHOR,19.0
af78cec017dad0e6,NONMATCH,0.85,consensus,DOB_WEAK;LOW_SCORE_ANCHOR;MODEL_AMBIGUOUS;CONFLICTING_SIGNALS,9.34
e0a58cbbcfff1a96,NONMATCH,0.85,consensus,LOW_SCORE_ANCHOR;DOB_WEAK;MODEL_AMBIGUOUS;CONFLICTING_SIGNALS,9.0
